Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,promoted impressions,promoted engagements,promoted engagement rate,promoted retweets,promoted replies,promoted likes,promoted user profile clicks,promoted url clicks,promoted hashtag clicks,promoted detail expands,promoted permalink clicks,promoted app opens,promoted app installs,promoted follows,promoted email tweet,promoted dial phone,promoted media views,promoted media engagements
1213699561962631168,https://twitter.com/__mharrison__/status/1213699561962631168,"Herein you will find about 20 definitions of ""unit"" 🤔🏋️🐍 https://t.co/7HsiScsSiL",2020-01-05 05:51:00+00:00,1610.0,6.0,0.0037267080745341,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1213896543985516544,https://twitter.com/__mharrison__/status/1213896543985516544,@Austen Care to expand? I teach thousands Python every year,2020-01-05 18:54:00+00:00,165.0,3.0,0.0181818181818181,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1214045740189638656,https://twitter.com/__mharrison__/status/1214045740189638656,@koehrsen_will I thought @EdwardTufte was against 🦓 striping...,2020-01-06 04:47:00+00:00,433.0,7.0,0.0161662817551963,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1214200653058232320,https://twitter.com/__mharrison__/status/1214200653058232320,I'll say it again. More companies should install nap pods. #10xdev 🏋️🛌 https://t.co/mXj9qbLXia,2020-01-06 15:02:00+00:00,1834.0,10.0,0.0054525627044711,2.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1214314937830428673,https://twitter.com/__mharrison__/status/1214314937830428673,Some advice as you come across goals and yearly reviews of others. Cheers! https://t.co/Pzf2dtBlS6,2020-01-06 22:36:00+00:00,1382.0,44.0,0.0318379160636758,1.0,0.0,8.0,6.0,0.0,0.0,1.0,0.0,0,0,0,0,0,287,28,,,,,,,,,,,,,,,,,,
1214324281171046401,https://twitter.com/__mharrison__/status/1214324281171046401,I taking a nap near the top of the list? 🛌🐞 https://t.co/meWTdWfnI4,2020-01-06 23:14:00+00:00,1789.0,13.0,0.0072666294019005,1.0,1.0,3.0,4.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1214948162365837312,https://twitter.com/__mharrison__/status/1214948162365837312,@ProfTracyPearl Here's some feedback from a recent presentation I gave. (Lovely Xmas present from my daughter) https://t.co/j0dbPdy01T,2020-01-08 16:33:00+00:00,6661.0,1141.0,0.1712956012610719,3.0,2.0,123.0,50.0,17.0,0.0,13.0,0.0,0,0,0,0,0,933,933,,,,,,,,,,,,,,,,,,
1215055394222919680,https://twitter.com/__mharrison__/status/1215055394222919680,@madplatt @allspaw @markimbriaco The lack of a backlight seems like a huge fail. That is what is keeping me from pulling the trigger.,2020-01-08 23:39:00+00:00,225.0,4.0,0.0177777777777777,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215056655240458240,https://twitter.com/__mharrison__/status/1215056655240458240,@madplatt @allspaw @markimbriaco I guess I'm spoiled from X years with a paperwhite,2020-01-08 23:44:00+00:00,124.0,4.0,0.032258064516129,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215119937292816384,https://twitter.com/__mharrison__/status/1215119937292816384,Great talk by @data_cheeves @SLCPy about pandas speed. Check this out if you are tempted to .apply with pandas 🐼🚀 https://t.co/R4krQRM4lE,2020-01-09 03:55:00+00:00,28697.0,1729.0,0.0602502003693765,64.0,1.0,224.0,143.0,1177.0,0.0,120.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215401326072328192,https://twitter.com/__mharrison__/status/1215401326072328192,Keep this in mind as you think about others year/decade in review and goal setting. You generally see the whitewashed instagramed version of most people. 🤔🚨 https://t.co/c1l2G2RgLL,2020-01-09 22:33:00+00:00,1262.0,4.0,0.0031695721077654,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215402151075168256,https://twitter.com/__mharrison__/status/1215402151075168256,Good use of pie charts 🥧 https://t.co/uqpn7uo8kA,2020-01-09 22:37:00+00:00,1369.0,8.0,0.0058436815193571,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215659299717804032,https://twitter.com/__mharrison__/status/1215659299717804032,But if you have the motivation they are invaluable 🏋️ https://t.co/dVpBwdScO0,2020-01-10 15:38:00+00:00,1120.0,1.0,0.0008928571428571428,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215691689295171584,https://twitter.com/__mharrison__/status/1215691689295171584,Practicality beats purity... 🐍🤔📈 https://t.co/Xn4ZTyutBQ,2020-01-10 17:47:00+00:00,1125.0,2.0,0.0017777777777777,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215693475343024128,https://twitter.com/__mharrison__/status/1215693475343024128,Been harping on this the last few days. Don't compare yourself to the 3 creators in the top spot as they are outliers. Social media is filled with outliers... (I'm also in one of these buckets but not the top) 🤔 https://t.co/gqm7WLyyxz,2020-01-10 17:54:00+00:00,3015.0,14.0,0.0046434494195688,0.0,1.0,5.0,6.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215694014931857412,https://twitter.com/__mharrison__/status/1215694014931857412,Or that version numbers are very arbitrary... https://t.co/RvfLKKlFpJ,2020-01-10 17:56:00+00:00,1315.0,3.0,0.0022813688212927,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215707586994958336,https://twitter.com/__mharrison__/status/1215707586994958336,@il_slinky take advantage of the good stuff,2020-01-10 18:50:00+00:00,133.0,2.0,0.0150375939849624,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215752175382515712,https://twitter.com/__mharrison__/status/1215752175382515712,@DraneyTy Needs baby...,2020-01-10 21:48:00+00:00,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1215752591646183425,https://twitter.com/__mharrison__/status/1215752591646183425,"@TedPetrou I've never got marketing from them, but they are a decent platform for selling digital products.",2020-01-10 21:49:00+00:00,235.0,2.0,0.0085106382978723,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1216703984368377856,https://twitter.com/__mharrison__/status/1216703984368377856,"@gilbertglee Weird. I was in his impromptu ""what I've done with my life"" session at the author summit. Send liked a nice down to earth guy",2020-01-13 12:50:00+00:00,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1217217546404782080,https://twitter.com/__mharrison__/status/1217217546404782080,@dabeaz Looks like you should spend some time hw hacking a one handed keyboard. You are adept at learning new instruments right? 🎹⌨️,2020-01-14 22:50:00+00:00,626.0,1.0,0.0015974440894568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1217539513049735168,https://twitter.com/__mharrison__/status/1217539513049735168,Lots of training coming up in the next bit... 🐼🐍🏋️ https://t.co/JBR5l11Qz7,2020-01-15 20:10:00+00:00,3732.0,509.0,0.1363879957127545,4.0,4.0,25.0,45.0,6.0,0.0,3.0,0.0,0,0,0,0,0,422,422,,,,,,,,,,,,,,,,,,
1217626019038760960,https://twitter.com/__mharrison__/status/1217626019038760960,Everything* is an object in Python. Once you learn this it starts to all make sense... 🐍🤔🏋️ https://t.co/MjYD44O44w,2020-01-16 01:53:00+00:00,5984.0,73.0,0.0121991978609625,6.0,5.0,36.0,24.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1217627493257007104,https://twitter.com/__mharrison__/status/1217627493257007104,@PyDataAnnArbor @ericmjl Would love to see slides from this,2020-01-16 01:59:00+00:00,724.0,6.0,0.0082872928176795,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1217678803578679301,https://twitter.com/__mharrison__/status/1217678803578679301,"Also, conveniently located to do trainings on both sides of the country... 🗺 https://t.co/mVQ9iFNtBv",2020-01-16 05:23:00+00:00,1477.0,4.0,0.0027081922816519,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1217842004719108096,https://twitter.com/__mharrison__/status/1217842004719108096,@orahorn You are welcome! Thanks for coming,2020-01-16 16:12:00+00:00,162.0,2.0,0.0123456790123456,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1217842091365031936,https://twitter.com/__mharrison__/status/1217842091365031936,@TedPetrou @pro_cessor Hence the asterisk :),2020-01-16 16:12:00+00:00,228.0,2.0,0.0087719298245614,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1218039466805186560,https://twitter.com/__mharrison__/status/1218039466805186560,@chrisalbon You left out an option. Working for yourself...,2020-01-17 05:16:00+00:00,934.0,14.0,0.0149892933618843,1.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1218276443265724416,https://twitter.com/__mharrison__/status/1218276443265724416,@JulieChix Thanks! Glad to hear it,2020-01-17 20:58:00+00:00,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1218605675896401921,https://twitter.com/__mharrison__/status/1218605675896401921,Practically beats purity 🤔🐍 https://t.co/Cjx4BXpXZw,2020-01-18 18:46:00+00:00,1433.0,4.0,0.0027913468248429,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1219079123932286976,https://twitter.com/__mharrison__/status/1219079123932286976,@_AlexLawrence Utah isn't cheap and it will just keep getting more expensive. For some reason people want to live here...,2020-01-20 02:08:00+00:00,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1219806798678388742,https://twitter.com/__mharrison__/status/1219806798678388742,"@CHillPR @_AlexLawrence LI is already full of spam. I get notified when certain ""gurus"" comment on random posts (of their clients) without following either of them... So I guess there is a marketplace 🤔",2020-01-22 02:19:00+00:00,85.0,2.0,0.0235294117647058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1219807051217457153,https://twitter.com/__mharrison__/status/1219807051217457153,@dabeaz What kind is it? Maybe the maker would offer to fix it for you...,2020-01-22 02:20:00+00:00,1118.0,6.0,0.0053667262969588,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1219807414595178496,https://twitter.com/__mharrison__/status/1219807414595178496,@mkennedy @tangledcheetah @TalkPython @pythonbytes @brianokken Is that only using the standard library? 🐍🍦,2020-01-22 02:22:00+00:00,640.0,2.0,0.003125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1219844825140224003,https://twitter.com/__mharrison__/status/1219844825140224003,@_AlexLawrence @CHillPR You are correct. I just checked and I must have clicked follow...,2020-01-22 04:50:00+00:00,62.0,1.0,0.0161290322580645,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1219988676446306304,https://twitter.com/__mharrison__/status/1219988676446306304,@dabeaz I think @ThePSF should sponsor you 🚴,2020-01-22 14:22:00+00:00,298.0,1.0,0.0033557046979865,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1219989645842190338,https://twitter.com/__mharrison__/status/1219989645842190338,@anthonypjshaw @nnja Would love to see your book Makefile. Is that public somewhere?,2020-01-22 14:26:00+00:00,241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220167557518282753,https://twitter.com/__mharrison__/status/1220167557518282753,@anthonypjshaw Is guru a verb?,2020-01-23 02:13:00+00:00,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220190442966245376,https://twitter.com/__mharrison__/status/1220190442966245376,I have these and like them. I also have some Google swag cubes that work as well... 🧳✈️ https://t.co/JcOy57GVpL,2020-01-23 03:44:00+00:00,1197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220457686090817536,https://twitter.com/__mharrison__/status/1220457686090817536,The ability to communicate clearly and in an appropriate time frame is so important.🗣👂 https://t.co/nXaFPQ2R1O,2020-01-23 21:26:00+00:00,1301.0,84.0,0.06456571867794,2.0,0.0,5.0,15.0,0.0,0.0,0.0,0.0,0,0,0,0,0,548,62,,,,,,,,,,,,,,,,,,
1220523356543275010,https://twitter.com/__mharrison__/status/1220523356543275010,Recruiting in a nutshell... 🤔 https://t.co/ucPBFtQN28,2020-01-24 01:46:00+00:00,1053.0,5.0,0.0047483380816714,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220575438784720896,https://twitter.com/__mharrison__/status/1220575438784720896,@juliasilge That's wonderful🌟,2020-01-24 05:13:00+00:00,690.0,9.0,0.0130434782608695,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220728922700120064,https://twitter.com/__mharrison__/status/1220728922700120064,@randychipman @_AlexLawrence I don't think Cutler's was ever a fad 😜,2020-01-24 15:23:00+00:00,178.0,2.0,0.0112359550561797,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220729370882400256,https://twitter.com/__mharrison__/status/1220729370882400256,Didn't mean for this to be passive aggressive. Had a few people get in touch with me after this asking if I was referring to them🙀 https://t.co/u0Po64sQdx,2020-01-24 15:25:00+00:00,1194.0,9.0,0.007537688442211,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220761989179310080,https://twitter.com/__mharrison__/status/1220761989179310080,The gospel of hip hop 🗣🎵 https://t.co/Ibc7YHhAJn,2020-01-24 17:35:00+00:00,917.0,1.0,0.0010905125408942,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1220801308782784513,https://twitter.com/__mharrison__/status/1220801308782784513,@_AlexLawrence An impressive figure in written words and in real life. Had the chance to hear him speak once 🙏,2020-01-24 20:11:00+00:00,115.0,1.0,0.008695652173913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1221667458915815425,https://twitter.com/__mharrison__/status/1221667458915815425,@dabeaz @sussman 2015 just ordered a cable to fix my flaky trackpad/keyboard 😭,2020-01-27 05:33:00+00:00,1648.0,4.0,0.0024271844660194,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1222152699468111872,https://twitter.com/__mharrison__/status/1222152699468111872,Great tool! Less jupy more text https://t.co/c7qfbXC9V9,2020-01-28 13:41:00+00:00,2055.0,16.0,0.0077858880778588,1.0,0.0,5.0,3.0,0.0,0.0,7.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1222688421027762176,https://twitter.com/__mharrison__/status/1222688421027762176,@juliasilge @nnstats Will these talks be publicly available? 🙏,2020-01-30 01:10:00+00:00,692.0,3.0,0.0043352601156069,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1223105873616109571,https://twitter.com/__mharrison__/status/1223105873616109571,This is great! 🏋️💥 https://t.co/3riWmLpqom,2020-01-31 04:48:00+00:00,1254.0,4.0,0.0031897926634768,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1223505166013321217,https://twitter.com/__mharrison__/status/1223505166013321217,As someone with a slight vision impairment I appreciate a limit around 80 https://t.co/LeBAXSk8yo,2020-02-01 07:15:00+00:00,1251.0,4.0,0.0031974420463629,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1223661321549271041,https://twitter.com/__mharrison__/status/1223661321549271041,@brianokken We should hang out more... (Picture from about a week ago) https://t.co/z7fxpxZ3Lt,2020-02-01 17:36:00+00:00,652.0,31.0,0.0475460122699386,0.0,0.0,1.0,1.0,1.0,0.0,5.0,0.0,0,0,0,0,0,23,23,,,,,,,,,,,,,,,,,,
1223661826543472645,https://twitter.com/__mharrison__/status/1223661826543472645,@freakboy3742 @PyBeeWare @ThePSF Awesome!,2020-02-01 17:38:00+00:00,285.0,2.0,0.0070175438596491,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1224517163551285248,https://twitter.com/__mharrison__/status/1224517163551285248,Still true two years later 🙏 https://t.co/WUahSj6BPF,2020-02-04 02:16:00+00:00,1888.0,8.0,0.0042372881355932,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1224519860144742400,https://twitter.com/__mharrison__/status/1224519860144742400,"@AllenDowney What are you trying to do? (Understand completely what is going on (use the values of xs as the index), but not clear why).",2020-02-04 02:27:00+00:00,1004.0,5.0,0.0049800796812749,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1224729191616253953,https://twitter.com/__mharrison__/status/1224729191616253953,@AllenDowney @fonnesbeck Ok. Got it. Agree the behavior is confusing but it is burned into my synapses now...,2020-02-04 16:19:00+00:00,290.0,1.0,0.0034482758620689,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1224743171424444416,https://twitter.com/__mharrison__/status/1224743171424444416,"My most valuable experience in college was my senior project, which was about filing in a bunch of gaps... 💪🧠 https://t.co/SsnQBf0k0r",2020-02-04 17:15:00+00:00,1151.0,4.0,0.0034752389226759,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1224787605595807749,https://twitter.com/__mharrison__/status/1224787605595807749,Anyone in my network familiar with Jenkins and willing to be a technical reviewer for a well-known publisher? 🙏😜,2020-02-04 20:11:00+00:00,4507.0,23.0,0.0051031728422453,2.0,0.0,1.0,18.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1225555023792365568,https://twitter.com/__mharrison__/status/1225555023792365568,@TedPetrou Ignore the haters. Sad but they exist. Sometimes they even have real names! 🏋️🙉🙈,2020-02-06 23:01:00+00:00,383.0,10.0,0.0261096605744125,0.0,1.0,2.0,5.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1225789783735074816,https://twitter.com/__mharrison__/status/1225789783735074816,@anthonypjshaw I thought it has been about for a long time... Thanks for sharing! 🙏,2020-02-07 14:33:00+00:00,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1225853857810403329,https://twitter.com/__mharrison__/status/1225853857810403329,@pyconcolombia Sad I missed this. His last talk at @pyconcolombia was so awesome,2020-02-07 18:48:00+00:00,125.0,4.0,0.032,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1225955742139604993,https://twitter.com/__mharrison__/status/1225955742139604993,@pydanny I will buy you a cupcake when I see you 🎂,2020-02-08 01:33:00+00:00,177.0,1.0,0.0056497175141242,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1225956504383082496,https://twitter.com/__mharrison__/status/1225956504383082496,"Busy week with Python training, then hoping to wrap up the Pandas book... ended up filing a bug instead. The book is almost done except for a regression in Pandas 1.0! 🐼

https://t.co/GFMzD3uIWD",2020-02-08 01:36:00+00:00,1120.0,51.0,0.0455357142857142,1.0,0.0,9.0,7.0,27.0,0.0,7.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1225957789253505024,https://twitter.com/__mharrison__/status/1225957789253505024,"@pydanny Curious to hear more about this ""turning them around""...",2020-02-08 01:41:00+00:00,421.0,2.0,0.004750593824228,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1225958249536507905,https://twitter.com/__mharrison__/status/1225958249536507905,@treyhunner B,2020-02-08 01:43:00+00:00,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1226310061959442433,https://twitter.com/__mharrison__/status/1226310061959442433,Nice offer! https://t.co/XsnIvIrqL7,2020-02-09 01:01:00+00:00,1112.0,2.0,0.0017985611510791,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1226370640506060800,https://twitter.com/__mharrison__/status/1226370640506060800,"@ctitusbrown Will echo what others have said. Ton's of material on Youtube. Like anything else, having an expert to give you pointers is 1000x better 💪🙏",2020-02-09 05:02:00+00:00,362.0,4.0,0.011049723756906,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1226515723700199424,https://twitter.com/__mharrison__/status/1226515723700199424,@beeonaposy Strata is a little more commercial but very applied. I like it,2020-02-09 14:38:00+00:00,224.0,1.0,0.0044642857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1226730117063294977,https://twitter.com/__mharrison__/status/1226730117063294977,@_AlexLawrence The most amazing thing about that is that Hardin actually played defense. 🤯,2020-02-10 04:50:00+00:00,32.0,1.0,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
1226730886206349312,https://twitter.com/__mharrison__/status/1226730886206349312,@mjasay @bryce @mksheikh It's all a mess. Basin is the best wrt traffic followed by Park City... But for some reason Alta tends to get 2x the snow...,2020-02-10 04:53:00+00:00,159.0,1.0,0.0062893081761006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
